"ID","Text","Language","Type","Author Name","Author Username","View Count","Reply Count","Retweet Count","Quote Count","Favorite Count","Bookmark Count","Created At","Tweet URL","Source","Hashtags","URLs","Media Type","Media URLs"
"1998463006837997965","🚀The $REALIS Migration is LIVE🚀

The Migration officially started Dec 9, 1PM EST and is open until Dec 23, 1PM EST

Migrate your $REALIS tokens now! 👇
https://t.co/dCRXiRNR1G

Here is everything you need to know⤵️","en","Retweet","Realis Worlds","realisworlds","6318","9","21","5","61","18","2025-12-10 02:41:25","https://x.com/realisworlds/status/1998463006837997965","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://migrate.fun/migrate/mig97","",""
"1998492273601093842","This is how easy it is to join the $NYLA migration to @Pumpfun.

Huge thanks to our friends at @MigrateFun for powering the process and for providing this walkthrough video.

Official Migration Link: 
🔗 https://t.co/Vf0obphtPL https://t.co/1n2HbNp9fc","en","Retweet","NYLA","AgentNyla","5754","10","38","1","85","13","2025-12-10 04:37:42","https://x.com/AgentNyla/status/1998492273601093842","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://migrate.fun/migrate/mig90","video","https://video.twimg.com/amplify_video/1998490899030966272/vid/avc1/2836x1524/GTHN6J4UgY3y3MBC.mp4?tag=21"
"1998494837654380947","🎉 GOMU MIGRATION IS NOW LIVE! 🐊

You can now migrate your $GOMU tokens through @MigrateFun.

How to migrate:
1. Connect your wallet at: https://t.co/PfrBMAvBpz

2. Select “Gomu Migration”

3. Click “Max” and then “Migrate Tokens”

4. Confirm the transaction in your wallet

⏳ You have 14 days to migrate without the 10% late penalty.
After the window closes, migrations will still be possible — but with the penalty applied.

⚠️ Important:
You will not receive your new tokens immediately. All tokens will be distributed at the end of the migration period.

Let’s get it done, Gomus. 🐊🔥","en","Retweet","Gomu Gator","gomugator","6650","24","26","3","49","6","2025-12-10 04:47:54","https://x.com/gomugator/status/1998494837654380947","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://migrate.fun/projects","video","https://video.twimg.com/amplify_video/1998494736483577856/vid/avc1/2836x1524/lQ1ml3zIOd_SHiDD.mp4?tag=21"
"1998485052951568508","👀","art","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2764","3","7","0","15","0","2025-12-10 04:09:01","https://x.com/MigrateFun/status/1998485052951568508","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1998483072636133566","damn... over 100k+ unique users on @MigrateFun

crazy part is... we just getting started https://t.co/cmkSj6zDWn","en","Quoted","Bunzy 🔮 Alkamon Trainer","0xBunzy","5121","11","4","2","31","2","2025-12-10 04:01:09","https://x.com/0xBunzy/status/1998483072636133566","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7wJDcaa8AAzi28.jpg"
"1998480906701705642","🚨 PLEASE BE AWARE OF FAKE ACCOUNTS PRETENDING TO BE EMPLOYEES OF MIGRATEFUN 🚨

If the account is not badged by @EmblemVault then it's likely an impersonator.

There is only one @migratefun account.
There is only one https://t.co/UY8HTs2DD5 website. https://t.co/Tjqs4dNwvi","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2194","5","8","1","31","1","2025-12-10 03:52:32","https://x.com/MigrateFun/status/1998480906701705642","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","http://migrate.fun","photo","https://pbs.twimg.com/media/G7wHa_Wa8AApvvE.jpg"
"1998479469896774132","@TheTitCoin @Pumpfun Please check your DMS","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","151","1","0","0","2","0","2025-12-10 03:46:50","https://x.com/MigrateFun/status/1998479469896774132","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1998462800599888172","$SNAI migration has begun and will last 2 weeks. You must migrate your tokens in time to avoid losing them!

Here's how the process works: you swap your SNAI tokens for MFT tokens. MFT tokens are used by migratefun to facilitate migrations. After 2 weeks, when migration ends, you will exchange MFT tokens for new SNAI tokens. 

Watch the demo video below and use the following link for migration https://t.co/tbzyQjXKvK.","en","Retweet","SwarmNode.ai (migrating)","swarmnode","48747","65","66","6","161","61","2025-12-10 02:40:35","https://x.com/swarmnode/status/1998462800599888172","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","video","https://video.twimg.com/amplify_video/1998460969517768705/vid/avc1/1920x1200/yADVtbo-09SBFt9b.mp4?tag=21"
"1998469088943718621","@solflare If you are using a Ledger it's best to connect through walletconnect https://t.co/2DmYL1FrJv","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","1538","0","3","0","2","1","2025-12-10 03:05:35","https://x.com/MigrateFun/status/1998469088943718621","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://x.com/MigrateFun/status/1991305952533074050?s=20","",""
"1998457968564592888","@pyrodotbuzz @Pumpfun 🔄","qme","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","221","1","0","0","2","0","2025-12-10 02:21:23","https://x.com/MigrateFun/status/1998457968564592888","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1998456448393609613","And here is the how to for @solflare https://t.co/ixUXDSaFPr","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","2374","2","4","0","5","1","2025-12-10 02:15:21","https://x.com/MigrateFun/status/1998456448393609613","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://x.com/MigrateFun/status/1971933183580295518?s=20","",""
"1998456446556508452","Here's a how to for the @phantom app https://t.co/S2CoMKlupm","en","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","2536","2","1","0","5","4","2025-12-10 02:15:21","https://x.com/MigrateFun/status/1998456446556508452","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://x.com/MigrateFun/status/1985843964843278521?s=20","",""
"1998456444731961687","Migrations to @Pumpfun are LIVE!!

Go to 👉 https://t.co/khdmYVIEuR

Here's a simple how-to video 👇

If your on mobile see the replies. https://t.co/RGwSjXMC0y","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","21774","21","38","15","89","21","2025-12-10 02:15:20","https://x.com/MigrateFun/status/1998456444731961687","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://migrate.fun/","video","https://video.twimg.com/amplify_video/1998454648487686144/vid/avc1/2010x1080/712mVNBNamaAqVE8.mp4?tag=21"
"1998455513994977454","The $RECC migration from Believe to @Pumpfun is officially open!

RECC Finance is set to become the first RWA-focused project inside the Pumpfun ecosystem, giving us tighter collaboration with Pump’s team, their platform, and their creators.

Migration steps:
1. Head over to https://t.co/YyKUcPg3A3
2. Select “Migrate Tokens”
3. Connect your wallet and approve a single transaction to convert your $RECC into @MigrateFun MFTs (which you’ll then redeem for the new $RECC once the migration period ends Dec 23rd)

Key dates:
- Opens: Dec 9th
- Ends: Dec 23rd
- After ending, visit https://t.co/WRzmalQmde again to claim your new $RECC on Pumpfun.

Good to know: If you miss the main window, you still get 3 extra months to migrate, with a 25% late fee.","en","Retweet","RECC Finance","RECCFinance","9917","18","25","6","100","16","2025-12-10 02:11:38","https://x.com/RECCFinance/status/1998455513994977454","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G7vwskGWUAE0XAO.jpg"
"1998455668756435265","📢 $PRGN Migration To @Pumpfun has BEGUN

We are now ready for swap via @MigrateFun to @Pumpfun, This move embeds $PRGN directly into a  thriving ecosystem, unlocking deeper integrations a bigger platform and more connection to creators. A necessity for a ICM revenue backed tech powerhouse. 

🚨How to migrate:

1⃣Go to https://t.co/Sh6nebSqxk
2⃣Select $PRGN Migration
3⃣Sign 1 txn to swap $PRGN for 
@MigrateFun

 MFTs (redeemable for the new $PRGN at the end of the migration window)

⏰Timing:
• Migration opens Dec 9 at 1PM EST
• Migration closes Dec 19 at 9AM EST
• After it closes, return to https://t.co/jpgl6jig1l to claim your new $PRGN on Pump

Important:
• Miss the window and you still have 90 days to claim, minus a 15% late fee

 📚All historical $PRGN burns (including 32M+ tokens scorched in 68 days via real revenue and buybacks) carry over through proportional burns of the new token, increasing scarcity and deflationary mechanics

🛒With  180K+ downloads, Microsoft Store dominance reaching 1.4B users, esports partnerships and upcoming market place expansions, Me and the team are primed to dominate in @solana  ICM as the ultimate performance accelerator. This migration is just the start

Study $PRGN","en","Retweet","Paragon","ParagonTweaks","10246","10","22","0","61","10","2025-12-10 02:12:15","https://x.com/ParagonTweaks/status/1998455668756435265","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7vuf5qXwAAVjsK.png"
"1998452589273206833","🔥 PYRO Pump Migration🔥

The $PYRO token's migration to @Pumpfun is officially LIVE! 

Migration is open via @MigrateFun now through Dec 16 @ 1PM EST. ⏰

How to migrate:
1. Go to https://t.co/jHgxwYC5nv
2. Select PYRO Migration
3. Sign one transaction to swap your $PYRO for MFTs

Return after Dec 16 to claim your new PYRO on Pump.

Key details:
• Late claims allowed for 90 days after migration ends, minus a 10% late fee
• Migrate on time and hold for 90 days to qualify for PYRO rewards via @torqueprotocol 
• All historical PYRO burns carry over through proportional burning 

Join us on Pump for the next chapter of @solana's Creator Capital Markets.🔥","en","Retweet","Pyro","pyrodotbuzz","1647","2","11","0","22","1","2025-12-10 02:00:01","https://x.com/pyrodotbuzz/status/1998452589273206833","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","https://migrate.fun","photo","https://pbs.twimg.com/media/G7vcHukW0AA6Jbk.jpg"
"1998453139465531494","📢 $SOLARIS Migration is now LIVE!

If you hold SOLARIS, follow these steps to migrate:
1. Go to https://t.co/2rxqs4jx6W
2. Click ""Migrate Tokens"" and sign one transaction to swap SOLARIS for @MigrateFun MFTs (redeemable for the new SOLARIS token at the end of the migration window)

Migration window:
• Now open as of Dec 9 at 1 PM EST
• Closes on Jan 9 at 1 PM EST

After it closes, return to the same page to claim your new SOLARIS tokens (PumpFun v2 contract address).
 
Note:
If you miss the window, you still have 90 days to claim, minus a 35% late fee.

Step by step technical guide:
https://t.co/PzsdlD4mYK

Migration FAQ:
https://t.co/XOlG29wICg

More details on why we are migrating:
https://t.co/maYYhc0y4H

Complete migration flow 👇","en","Retweet","Solaris AI","SolarisAI_fun","4621","6","13","1","26","10","2025-12-10 02:02:12","https://x.com/SolarisAI_fun/status/1998453139465531494","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://migrate.fun/project/mig105","photo","https://pbs.twimg.com/media/G7vlwN6asAAjrip.jpg"
"1998454386918645778","$PNP migration now officially live on @migratefun 

Make sure you migrate your token before Dec 16 to avoid penalty.  

Migrate here: https://t.co/dXnKEi3Azo 

Sign a single transaction to swap $PNP for @migrateFun MFTs (redeemable for the new $PNP at the end of the migration window)  

We're airdropping 1,000,000 $PNP to the holders who migrate within the first 48 hours.   

Important: Do not click on any other link regarding migration. Only trust information from our official handle.  

Our official TG chat for any questions: https://t.co/VwfK4DX92G","en","Retweet","PNP Exchange | Prediction Market Launchpad","predictandpump","6196","6","8","2","29","3","2025-12-10 02:07:09","https://x.com/predictandpump/status/1998454386918645778","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://migrate.fun/project/mig95","",""
"1998454938465349749","OMG MIGRATION IS LIVE! 
 👉https://t.co/2blO2kQ551

TL;DR: We are migrating to @Pumpfun Dec 9-18. 
If you hold DCA now, you need to go to this link above. 

Instructions:

1. Go to this link BEFORE Dec 18

2. Swap your DCA for MFT, which serves as proof for claiming new token once claim page is live.

3. Starting Dec 18 @ 12PM ET, claim your new DCA at the same link shared above (this is when the new DCA chart launches on pump!)

Deets + Advice:
- You can make multiple deposits
- Facilitated by @MigrateFun 
- Watch for scams
-There will be no airdrop.  
- Until the migration ends, DCA contract address remains the same: H4ZiFkVBWeM1vrswXzz7ARiXqYBTczjeczzaDG2fbonk

Comment for questions. Let's go!!!","en","Retweet","DCA","DCAtoDCA","4783","16","19","8","42","4","2025-12-10 02:09:21","https://x.com/DCAtoDCA/status/1998454938465349749","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://migrate.fun/migrate/mig104","photo","https://pbs.twimg.com/media/G7vvybvbQAAcoFq.jpg"
"1998455126701519351","🚨$CITIES Pump Migration 🚨

Network Cities is starting the migration from Believe to @Pumpfun with @MigrateFun.

Migration process:
1. Go to https://t.co/iTP1TUjnoZ
2. Scroll to the bottom of the page and select ""Migrate Tokens"". 
3. Sign 1 txn to swap $CITIES for MFT redeemable for the new token when the claims are enabled at the end of migration. (see image for swap txn)

Timing:
• Migration opens Dec 9 at 1PM EST 
• Migration closes Dec 24 at 1PM EST 
• After migration ends, return to the project page on https://t.co/iTP1TUjnoZ to claim your new tokens with Pump contract address

The updated CA will be posted by our account once it is live post-migration.

Note: If you miss this migration window, you still have 90 days to claim, minus a 5% late fee. Information about this migration will only be provided on this X page, be careful about any other messaging.","en","Retweet","Network Cities","network_cities_","2059","4","13","2","23","2","2025-12-10 02:10:06","https://x.com/network_cities_/status/1998455126701519351","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","https://migrate.fun/project/mig106","photo","https://pbs.twimg.com/media/G7vwDZ7awAAaS4H.jpg"
"1998452703966703922","https://t.co/V2pcUJjz0j","zxx","Retweet","Emblem Vault","EmblemVault","4072","31","19","3","35","3","2025-12-10 02:00:28","https://x.com/EmblemVault/status/1998452703966703922","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","https://x.com/i/spaces/1YqGolgjjLQJv","",""
"1998441384546824279","Today marks a big step forward: $RAIN has officially entered migration on @pumpfun

If you're holding $RAIN, here's how to migrate smoothly:

1️⃣ Open https://t.co/XXIGkdA5lI
2️⃣ Select RAIN migration
3️⃣ Swap your tokens and approve the transaction
4️⃣ You'll receive a @migratefun MFT, which serves as proof for claiming the new token once the claim page goes live

Timeline:

Migration Start: Today, Dec 9th 1 PM EST
Informational Spaces: Thurs, Dec 11th 1 PM EST
Migration End: Friday, Dec 26th 1 PM EST
Claim page will go live once new ca is launched

Note:

A snapshot will be taken of all holders before the migration period closes.

Holders who miss the initial window will still be eligible (up to 90 days) but will incur a 25% penalty

Stay updated by joining our discord and following official channels: @rainmakerdotfun @migratefun

https://t.co/BiYyOaHGS8","en","Retweet","rainmaker","rainmakerdotfun","6542","18","36","4","88","7","2025-12-10 01:15:29","https://x.com/rainmakerdotfun/status/1998441384546824279","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","http://migrate.fun","photo","https://pbs.twimg.com/media/G7vj2JRbMAANlW3.jpg"
"1998404740707741714","@pyrodotbuzz @Pumpfun 🔄","qme","Reply","Migrate.Fun (MIGRATING NOW)","MigrateFun","494","1","0","0","9","0","2025-12-09 22:49:53","https://x.com/MigrateFun/status/1998404740707741714","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1998403511835332657","🔥 PYRO Pump Migration🔥

Pyro begins its migration from Believe to @Pumpfun  TODAY at 1PM EST.

Moving to Pump embeds Pyro directly within the Pump streamer ecosystem and enables deeper integration with Pump’s team, platform and creators.

How to migrate:

1. Go to https://t.co/jHgxwYC5nv

2. Select PYRO Migration

3. Sign 1 txn to swap $PYRO for @MigrateFun MFTs (redeemable for the new PYRO at the end of the migration window)

Timing:
• Migration opens Dec 9 at 1PM EST
• Migration closes Dec 16 at 1PM EST
• After it closes, return to https://t.co/sZzUFuQ84D to claim your new PYRO on Pump

Important:
• Miss the window and you still have 90 days to claim, minus a 10% late fee
• Holders who migrate on time and hold for at least 90 days are eligible for PYRO rewards distributed via @torqueprotocol 
• All historical PYRO burns carry over through proportional burns of the new token

Pyro is entering a new era at the center of @Solana's Creator Capital Markets. Join us.","en","Retweet","Pyro","pyrodotbuzz","5099","28","14","2","70","3","2025-12-09 22:45:00","https://x.com/pyrodotbuzz/status/1998403511835332657","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","","","photo","https://pbs.twimg.com/media/G7u_KqrWEAAZpr2.jpg"
"1998248374286659773","IT’S ALMOST TIME!

The $BER migration to @Pumpfun will start this week, thanks to @MigrateFun 

You will have 2 weeks to commit your tokens.
The more people commit to the migration, the bigger the initial LP will be. This is important and is why there will be a 10% penalty to motivate a swap 😊

That said, the migration process is extremely simple and will take less than 2 minutes.

The $BER supply will remain 1B with the new CA. Even if you have 1 $BER and commit within the 2-week period, you’ll receive 1 $BER with the new CA.

We’re very excited for our next chapter on Pump!","en","Retweet","ber","berberbersol","1547","11","11","0","18","0","2025-12-09 12:28:32","https://x.com/berberbersol/status/1998248374286659773","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","","","photo","https://pbs.twimg.com/media/G7s0TYfacAA8ktO.jpg"
"1998154370886860864","Good Day Akashians.

The time for migration approaches, here are the details and relevant information:

1. The Migration process back into the new @Pumpfun contract has many advantages, including but not limited to @Akasha_Rising being able to stream experiments, demos and capabilities. 

2. Creator rewards will fuel company speed and community contests, holder benefits, activities etc. 

3. Open Path AI is going to be our direction this next year, as Akasha and her agents progress into stronger forms, having the ability to stream and show advancements will make a great difference as opposed to building in the background. 

4. The Migration process starts tomorrow through @MigrateFun, be sure to only connect to the site published by them and us to avoid getting scammed. 

5. The migration will be 1:1, whatever holdings you have on AKA you will get of the new contract. 

6. We will migrate as much liquidity as possible, which is dependent on how many people participate on the migration, the more the better. 

7. The migration window of 1:1 will extend until January 5th, right before the new contract is launched. 

8. ""Extended migration"" will extend for 90 days after January 5th, with a PENALTY OF 50%, the ratio will not be 1:1 if you try to claim your tokens after the launch. 

What to do:

We will publish the link tomorrow as to where you need to connect your wallet and DEPOSIT your tokens for migration, once the new launch happens, the same wallet will be able to claim the new tokens.

The plans, partners and surprises for end of the year and 2026 will be getting published accordingly. 

We know exactly in which market conditions we currently are, and are not intimidated by them. 

Trends and metas come and go, but a solid team of builders and a solid community are the foundation for the strongest and most explosive comebacks in the market. 

Our tech, vision and strategies stand unbothered, and to those that have stood with us throughs tops and bottoms, we see you, and so does she!

Prepare to migrate.","en","Retweet","BLOOM","Bloomverse","3303","11","27","1","53","3","2025-12-09 06:15:00","https://x.com/Bloomverse/status/1998154370886860864","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","video","https://video.twimg.com/amplify_video/1998154305178849280/vid/avc1/1280x720/ZS2Yuq45dSichqZH.mp4?tag=21"
"1998072070953894250","We are excited to offer a brand new pathway to the @Pumpfun ecosystem.

Creators and their communities can now migrate their liquidity to pump and experience all features their platform has to offer. 

Tomorrow, we launch this new product with 20+ teams who are eager to enter pump's ICM and CCM markets!","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","8199","45","46","6","145","6","2025-12-09 00:47:58","https://x.com/MigrateFun/status/1998072070953894250","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7qR_9taoAAG6B3.jpg"
"1997905227689927145","We are excited to support @WaterMinder_app's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/zsobVZMTS8","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2359","1","14","2","18","0","2025-12-08 13:45:00","https://x.com/MigrateFun/status/1997905227689927145","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7HcW5CboAA8BEo.jpg"
"1997841810069274970","We are excited to support @TheTitCoin's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/34uUegltgw","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2360","6","10","0","32","3","2025-12-08 09:33:00","https://x.com/MigrateFun/status/1997841810069274970","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7HcP3LbgAIbS8I.jpg"
"1997778435393942015","Migration begins in 2 days!

We’re entering the most crucial stage of our transition from Believe to @Pumpfun.

Please make sure you interact only with official links, do not click on any $FASH migration pages other than those shared by @MigrateFun or @Fash_AI.

Here is the official migration link. You can claim your tokens without any penalty until December 23rd:

🔗 https://t.co/0lnkMW5rnJ","en","Retweet","FashAI","Fash_AI","1847","1","5","0","23","1","2025-12-08 05:21:10","https://x.com/Fash_AI/status/1997778435393942015","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7mIuHcWYAAEqDK.jpg"
"1997783598179745948","$PNP migration to @PumpFun is coming soon  

The migration window opens December 9th, 2025 and stays open until December 16th.  

If you're holding the current token, you'll need to deposit it on the @MigrateFun site during that week. Tokens won't migrate on their own, so please make sure you complete the deposit manually.

Once the migration window closes on the 16th, you'll be able to claim your new $PNP tokens from the updated contract. 

If you miss the main window, there's a 90-day post-migration period where the old $PNP (on Believe) can still be exchanged for the new token with a 20% penalty. After those 90 days, old tokens stop being redeemable.  

NB: There is no dilution, the supply stays exactly the same  

Trading on the current CA continues until December 16th. After that, only the new PumpFun CA will be supported.  

We'll share the new contract address here as soon as it's live.","en","Retweet","PNP Exchange | Prediction Market Launchpad","predictandpump","5797","5","11","1","34","7","2025-12-08 05:41:41","https://x.com/predictandpump/status/1997783598179745948","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7mI9vHbcAAm1Yd.jpg"
"1997783425076674803","We are excited to support @SolarisAI_fun's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/AbWGQot2KE","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2267","7","17","1","34","4","2025-12-08 05:41:00","https://x.com/MigrateFun/status/1997783425076674803","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7HcITzbwAAMvNt.jpg"
"1997716735613702443","We are excited to support @swarmnode's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/XevvcN7XhP","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","4870","7","35","1","57","2","2025-12-08 01:16:00","https://x.com/MigrateFun/status/1997716735613702443","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7HcBw5aAAADf0d.jpg"
"1997668669305032967","We are excited to support @RECCFinance's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/MjmqxxYNXT","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2159","4","12","0","40","1","2025-12-07 22:05:00","https://x.com/MigrateFun/status/1997668669305032967","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7Hb8DWbsAAVflo.jpg"
"1997493768602444184","We are excited to support @realisworlds's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/5iXZVNSE1X","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2832","5","15","0","49","1","2025-12-07 10:30:00","https://x.com/MigrateFun/status/1997493768602444184","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7HbzQgbgAUQs0J.jpg"
"1997399520557379686","We are excited to support @rainmakerdotfun's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/YW9xjTvIR5","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","6735","34","74","1","135","18","2025-12-07 04:15:30","https://x.com/MigrateFun/status/1997399520557379686","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7HbrzLaMAAQM5h.jpg"
"1997089192761757740","How does the migration work and impact my coins?

1) There is no dilution, the supply stays exactly the same

2) On the day of the migration, you just send you're current $Hosico to @MigrateFun and then receive your new ones

3) We are not leaving bonk, 
just updating the current lp to be denominated in $USD1 instead of $SOL to participate in the @worldlibertyfi eco with @bonkfun","en","Retweet","Hosico ™ ✨","Hosico_on_sol","5423","10","14","1","50","6","2025-12-06 07:42:22","https://x.com/Hosico_on_sol/status/1997089192761757740","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","",""
"1997335222925553928","We are excited to support @pyrodotbuzz's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/Dz6NQv9LdX","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2157","0","11","0","21","0","2025-12-07 00:00:00","https://x.com/MigrateFun/status/1997335222925553928","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7Hbih6bgAQWvqT.jpg"
"1997153776315011323","We are excited to support @promptbidder's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/plqrx8zvCW","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","2331","2","7","1","20","2","2025-12-06 11:59:00","https://x.com/MigrateFun/status/1997153776315011323","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7HbYRibgAEuzPM.jpg"
"1997105733444477199","edging closer and closer to migration w @MigrateFun &amp; @Pumpfun.  details ⬇️ https://t.co/cJmVoPOYtM","en","Retweet","Outlast","theOutlastApp","2038","3","6","0","18","0","2025-12-06 08:48:05","https://x.com/theOutlastApp/status/1997105733444477199","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7ck_6BagAAnGzY.jpg"
"1997084570483834927","We are excited to support @ParagonTweaks's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/DXSStDdh6E","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","3910","9","20","0","51","4","2025-12-06 07:24:00","https://x.com/MigrateFun/status/1997084570483834927","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7HbQ6xbgAEWU_H.jpg"
"1997056836143559083","A ""Details"" tab has been added to every upcoming, migrating, and claims portal. 

Within each page you will find 
-Countdown Timer 
-Old Token
-New Token
-Migration Mechanics 
-Migration Progress
-Timelines &amp; Deadlines

Every page is sharable and fitted to each project. https://t.co/G6H6sz6rUS","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","1867","8","11","1","26","1","2025-12-06 05:33:47","https://x.com/MigrateFun/status/1997056836143559083","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","video","https://video.twimg.com/amplify_video/1997056283758022656/vid/avc1/3024x1576/U1CrUYI0jcoLKyy5.mp4?tag=21"
"1997004291639595385","We are excited to support @predictandpump's migration to @Pumpfun beginning on December 9th.

Turn 🔔 on and stay tuned. https://t.co/MY9t5iHg1Q","en","Tweet","Migrate.Fun (MIGRATING NOW)","MigrateFun","915","2","3","0","10","0","2025-12-06 02:05:00","https://x.com/MigrateFun/status/1997004291639595385","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","","","photo","https://pbs.twimg.com/media/G7HbI4obgAEFtWA.jpg"
